Title,Ingredients,Steps,Author,Servings,Link
Ayam Woku Kemangi,"['800 gr ayam potong', '1 ikat kemangi, siangi', '4 lembar daun salam', '4 lembar daun jeruk', '2 batang sereh, potong2 dan geprek', '700 ml air', '1 sdt garam', '1 sachet kecil kaldu bubuk', '1 sdm gula pasir', '1 sdt lada bubuk', 'Secukupnya minyak goreng untuk tumis', ' Bumbu Giling:', '5 siung bawang merah', '4 siung bawang putih', '3 cm kunyit', '2 cm jahe', '2 butir kemiri', '1 sdt chili powder']","['Tumis bumbu giling, sereh, daun salam, dan daun jeruk sampe harum.', 'Masukkan ayam lalu aduk sampe berubah warna.', 'Tambahkan air dan tutup sampe mendidih', 'Masukkan perbumbuan lalu aduk dan tutup lagi sampe mateng lalu test rasa.', 'Masukkan daun kemangi lalu aduk dan tunggu sampe aromanya keluar.']",sari dewi,6 - 8 orang,https://cookpad.com/id/resep/25783487
Ikan Kembung Masak Woku,"['5 biji ikan kembung', '2 btg serai dimemarkan', '2 lbr daun kunyit iris halus', '1 lbr daun pandan, potong jadi 3', '6 lbr daun jeruk', '1 sdm air jeruk nipis', '1 genggam daun kemangi', '2 biji asem jawa', 'secukupnya garam', 'secukupnya gula', 'secukupnya penyedap rasa', 'secukupnya minyak goreng', 'secukupnya air', '12 siung bawang merah', '5 siung bawang putih', '3 cm jahe', '4 cm kunyit', '3 bh tomat', '3 buah cabe besar merah', '5 cabe rawit']","['Ikan kembung dicuci bersih dan dipotong jadi 2 bagian diberi garam dan jeruk nipis di diam selama 15 menit dan siapkan. semua bahan', 'Tumis bumbu halus bersama bumbu daun sampai layu dan wangi kecuali daun kemangi di akhir', 'Beri air dan tunggu sampai mendidih baru masukan ikan kembung dan beri garam, gula dan penyedap rasa aduk rata dan masuk asem Jawa', 'Jika air sudah menyusut dan meresap ke ikannya beri irisan tomat dan kemangi tes rasa dan sudah matang siap di sajikan']",Imas dhapin,3 porsi,https://cookpad.com/id/resep/25783419
72. Rica-rica Ayam & Tahu Tempe,"['1/2 kg daging ayam', '1 bungkus tempe', '1 bungkus tahu putih', '1 ruas jari lengkuas', '1 ruas jari jahe', '1 batang sereh', '2 sachet Kecap manis', 'secukupnya lada', 'secukupnya air', '1/3 sdm garam', '1 sdm penyedap rasa', '7 buah cabai belis', '3 siung bawang putih', '5 siung bawang merah', 'secukupnya daun kemangi', '3 sdm minyak goreng']","['Cuci bersih ayam sampai mendidih airnya', 'Haluskan bumbu, geprek jahe, lengkuas, dan serehnya kemudian tumis dengan minyak goreng secukupnya tidak perlu banyak² (3 sdm) sampai harum', 'Tambahkan air dan bumbu² lainnya. Masukkan ayamnya, rendam sampai empuk dan bumbu meresap. Jangan lupa koreksi rasa kurang apa atau sudah pas sesuai selera', 'Naah untuk tahu tempenya dimasukkan terakhir kalau aku. Yang penting ayamnya empuk dulu. Karena tempe dan tahu juga cepat meresapnya dan ini juga sudah digoreng sebelumnya ya. Tinggal tambahkan air kalau habis kuahnya', 'Ulalaa, alhamdulillah sudah jadi deh rica-rica ayamnya. Mudah kan? ☺️👌🏻']",Recipe Note ,6 orang,https://cookpad.com/id/resep/25783339
Pempek lele homemade,"['100 gr ikan lele fillet', '200 gr tapioka', '3 putih telur', '1 sachet santan instan', '1 sdt garam', '1/2 sdt gula', 'secukupnya Bawang prei', ' Penyedap jika ingin (saya tidak menggunakan, karena sudah gurih dari santan)', ' Cuko (next resep)']","['Fillet lele, hancurkan, lalu Campur semua bahan menjadi satu', 'Siapkan cetakan silikon, olesi dengan minyak, panaskan dandang,', 'Kukus selama 30 menit. Pempek siap disajikan']",Alfin Assanthi,5 orang,https://cookpad.com/id/resep/25783315
Sayur lodeh udang manisa,"['1 bungkus udang (ukuran sedang)', '1/2 sayur manisa', '1 papan tempe(ukuran kecil)', '1 tahu (ukuran kecil)', '1 bngks santan instant', '1 sdt garam', '1/2 sdt penyedap', '2 lmbr daun jeruk', ' Minyak goreng', '5 bawang merah', '3 bawang putih', '1/2 ruas jari jahe', '1/2 ruasjari lengkuas', '1 ruas jari kunyit', '2 cabe merah', '5 cabe kecil', '1 sdt ketumbar', 'sejumput jinten', '3 biji kemiri']","['Kupas semua kulit udang, lalu bersihkan. Kupas kulit manisa lalu potong menyerong, beri garam lalu remas² manisa agar layu, bilas dengan air.', 'Potong dadu tahu dan tempe kemudian goreng setengah matang.', 'Blender semua bumbu halus, gongso bumbu dengan sedikit minyak sisa penggorengan tahu sampai tanak. Tambahkan daun jeruk, garam, penyedap.', 'Jika sudah tanak masukan manisa, dan udang aduk sampai bumbu meresap, lalu tambahkan santan instant dan air.', 'Masukan tahu dan tempe lalu aduk', 'Koreksi rasa, masak sampai mendidih. Dan jika sudah matang bisa di sajikan']",Dwi Lina Pratiwi,Unknown,https://cookpad.com/id/resep/25783232
Tumis Sawi Putih Bakso,"['1 bonggol sawi putih', '2-3 siung bawang merah, iris tipis', ' Cabai merah, iris kecil', '6 butir Bakso sapi, iris kecil', 'secukupnya Garam', 'secukupnya Merica', 'secukupnya Saus tiram']","['Potong semua bahan', 'Tumis bawang merah hingga harum', 'Masukkan bakso', 'Masukkan sawi', 'Tambahkan bumbu-bumbu (garam, merica, saus tiram)', 'Aduk rata', 'Tambahkan cabai yg sudah dipotong', 'Aduk rata kembali hingga sawi agak layu']",bunbunakirakenji,Unknown,https://cookpad.com/id/resep/25782601
Pempek Putih Telur,"['800 gr putih telur', '400 gr tepung tapioka', '2 batang daun bawang', '5 siung bawang putih', '1 bungkus bawang putih bubuk', '2 bungkus merica bubuk', '2 bungkus penyedap rasa ayam', 'secukupnya Garam', ' Bumbu Cuko :', '20 biji Cabai Rawit Nano', '15 biji Cabai Rawit', '10 siung Bawang putih', '500 gr gula merah', '2 sdm asam jawa', '2 sdm gula pasir', '2 sdm cuka']","['Blender putih telur, bawang putih, bawang putih bubuk, merica bubuk, penyedap rasa ayam, garam dan tepung tapioka hingga halus', 'Beri daun bawang dan aduk rata', 'Tuang kedalam cetakan yang sudah diolesi minyak goreng tipis.', 'Kukus selama kurang lebih 30 menit atau hingga adonan padat', 'Setelah matang, dinginkan. Lalu keluarkan dari cetakan dan potong-potong sesuai selera.', 'Goreng pempek yang direbus tadi secukupnya. Sisanya bisa di frozenkan.', 'Goreng hingga kecoklatan. Sisihkan', 'Untuk membuat cuko nya :', 'Haluskan cabai rawit, cabai nano dan bawang putih.', 'Iris-iris gula merah.', 'Campur gula merah dan bumbu yang sudah dihaluskan', 'Lalu tuang air secukupnya, masukkan cuka, gula pasir dan asam jawa.', 'Masak hingga gula larut dan mendidih. Koreksi rasa.', 'Setelah mendidih matikan kompor. Dan saring cuko kedalam wadah.', 'Tuang cuko secukupnya ke pempek yang sudah digoreng tadi. Siap disajikan']",Puri Ervita,5 orang,https://cookpad.com/id/resep/25781859
Sop Ayam Bakso,"['1 bagian dada Ayam (potong kecil-kecil)', '2 buah Kentang', '1 buah Wortel', '2 bungkus telur puyuh', 'secukupnya Bakso', '1/4 kol', 'secukupnya Daun sop', 'secukupnya Bawang goreng', '1 bungkus merica bubuk', '1 bungkus penyedap rasa ayam', 'secukupnya Garam', ' Bumbu Halus :', '10 siung bawang merah', '8 siung bawang putih', ' Bumbu iris halus:', '2 siung bawang putih di cincang halus']","['Bersihkan ayam. Lalu sisihkan', 'Rebus telur puyuh hingga matang, kupas lalu sisihkan', 'Belah bakso menjadi 4 bagian', 'Potong kentang dan wortel. Sisihkan', 'Haluskan bawang merah dan bawang putih. Sisihkan', 'Cincang halus bawang putih. Sisihkan', 'Tumis bawang putih cincang hingga harum. Lalu masukkan bumbu yang sudah dihaluskan hingga matang dan harum', 'Masukkan ayam, aduk hingga rata.', 'Masukkan air secukupnya, masukkan garam, penyedap rasa ayam, dan merica bubuk.', 'Biarkan mendidih dan ayam matang. Koreksi rasa', 'Masukkan wortel dan masak sampai setengah matang, lalu masukkan kentang. Masak hingga wortel dan kentang matang', 'Masukkan kol, bakso, dan telur puyuh, aduk sebentar.', 'Setelah semuanya matang, dan rasanya sudah pas.', 'Masukkan daun sop yang sudah diiris halus. Dan taburkan bawang goreng', 'Sop ayam siap dihidangkan']",Puri Ervita,5 orang,https://cookpad.com/id/resep/25781835
Oseng Pindang Bawang Pete,"['3 keranjang ikan pindang uk kecil', '1 batang pete', '1 sdm saori', '1 sdm saos raja rasa', '1 sdm kecap manis', '1 batang daun bawang', 'Secukupnya gula garam dan kaldu jamur', 'secukupnya Minyak goreng', '20 siung bawang merah utuh uk kecil', '2 siung bawang putih (iris tipis)', '2 buah cabe merah besar', '6 buah cabe rawit', '2 buah tomat', '1 ruas lengkuas (geprek)']","['Cuci bersih ikan pindangnya', 'Goreng ikan pindang hingga kecoklatan. Boleh di goreng kering boleh setengah matang, sesuai selera.', 'Potong iris dan rajang bahan bawang dan lainnya.', 'Tumis perbawangan dan cabai hingga harum.', 'Masukkan ikan pindang yg sudah di goreng tadi ke dalam tumisan bawang. Lalu beri bahan-bahan yang lainnya. Koreksi rasa.', 'Masukkan pete, tomat dan juga irisan daun bawang. Aduk-aduk hingga merata.', 'Bila di rasa sudah selesai matikan kompor, lalu sajikan.', 'Oseng pindang bawang pete siap untuk di nikmati. Selamat mencoba 😉']",Indah Karunia,4 orang,https://cookpad.com/id/resep/25781811
Cah Caisim Bakso Ikan,"['1 ikat caisim', '5-10 bj bakso ikan, potong sesuai selera', '2 siung bawang putih', '1 sdm Minyak untuk menumis', '1/2 sdt tepung maizena dilarutkan dengan 2 sdm air', '300 ml air (sesuai selera)', '1 sdm saus tiram', 'Secukupnya garam, gula, lada']","['Didihkan air diberi garam\nMasukkan sawi, masak hingga matang. \nTiriskan.\n Pindahkan ke piring saji', 'Panaskan minyak, tumis bawput sampai harum. \nMasukkan bakso ikan, tambahkan air panas, biarkan mendidih.\nTambahkan garam, gula, saus tiram. \nKoreksi rasa.', 'Masukkan campuran air dan maizena, aduk dan biarkan mendidih. \nSetelah itu tuangkan ke atas sayur. \nSajikan hangat.']",Gina,2-3 orang,https://cookpad.com/id/resep/16472492
Cue Balado,"['5 slice ikan cue', '7 cabai merah/rawit', '4 siung bawang merah', '2 siung bawang putih', '1 kemiri', 'secukupnya Garam', 'secukupnya gula', 'secukupnya Royco']","['Goreng dulu ikan cue hingga kecokelatan. lalu angkat dan tiriskan.', 'Haluskan cabai, bawang merah, bawang putih, kemiri, dan garam secukupnya', 'Jika sudah halus, tumis bumbu hingga matang.', 'Masukkan cue tadi ke dalam wajan, aduk-aduk, dan tambahkan sedikit air. tambahkan juga gula, Royco, penyedap rasa secukupnya.', 'Koreksi rasa, jika sudah pas, bisa dihidangkan.']",RIANA NURLITA,Unknown,https://cookpad.com/id/resep/25781672
